parameter,value,unit
Hkc,0.1225,/K
Hki,-0.11116,/K
Hkn,0.1485,/K
Hri,-0.18253,/K
Hric_n,-0.12822,/K
Hrn,-0.12679,/K
Hvc,0.56083,/K
Hvic_c,-0.076923,/K
Hvic_n,-0.19516,/K
Hvn_ic,0.044651,/K
Ri,0.007895,
Rn,0.032696,
Ro,1.2268,
Vc,-27.3172,mV
Zc,1.1882,
kc,0.12615,/ms
ki,0.072595,/ms
kn,0.50459,/ms
ko,0.20017,/ms
ric_c,0.33473,
ric_n,0.011778,
vc_ic,0.13944,
vic_c,0.15849,
vic_n,999.9727,
vn_ic,0.1,
