parameter,value,unit
Hkc,0.12721,/K
Hki,0.0898,/K
Hri,-0.004391,/K
Hvc,0.743,/K
Hvic_c,-0.7575,/K
Ri,0.0079418,
Ro,1.2382,
Vc,-31.5446,mV
Zc,1.2139,
kc,0.10764,/ms
ki,0.85892,/ms
ko,0.18125,/ms
ric_c,0.38217,
vc_ic,0.73529,
vic_c,0.0010063,
