parameter,value,unit
Hkc,0.1119,/K
Hki,0.13644,/K
Hri,0.025462,/K
Hvc,0.18011,/K
Hvic_c,0.023922,/K
Ri,0.018329,
Ro,0.38347,
Vc,-9.0226,mV
Zc,0.43787,
kc,0.12753,/ms
ki,0.00089643,/ms
ko,3.2831,/ms
ric_c,0.11051,
vc_ic,0.1296,
vic_c,6.8781,
