parameter,value,unit
Hkc,0.15262,/K
Hki,-0.35159,/K
Hri,0.35448,/K
Hvc,-0.73626,/K
Hvic_c,0.34097,/K
Ri,0.72073,
Vc,-9.8519,mV
Zc,1.0444,
kc,0.012897,/ms
ki,0.99999,/ms
ric_c,0.00039288,
vc_ic,1000.0,
vic_c,239.2408,
