parameter,value,unit
Hkc,-0.19608,/K
Hki,0.47063,/K
Hkn,-0.99999,/K
Hri,0.83933,/K
Hric_n,0.7866,/K
Hrn,0.19025,/K
Hvc,0.99787,/K
Hvic_c,1.0,/K
Hvic_n,-0.14179,/K
Hvn_ic,0.48926,/K
Ri,20.1206,
Rn,0.40207,
Vc,48.8249,mV
Zc,0.9481,
kc,0.30544,/ms
ki,0.051108,/ms
kn,7.4617,/ms
ric_c,0.80549,
ric_n,608.5235,
vc_ic,0.1,
vic_c,0.0035922,
vic_n,19.9225,
vn_ic,9.8218,
