parameter,value,unit
Hkc,0.1065,/K
Hki,-0.85968,/K
Hkn,-0.17243,/K
Hri,0.07385,/K
Hric_n,-0.0787,/K
Hrn,-0.11187,/K
Hvc,0.43796,/K
Hvic_c,1.0,/K
Hvic_n,0.98283,/K
Hvn_ic,1.0,/K
Ri,0.086611,
Rn,0.11913,
Ro,10.0,
Vc,-19.1951,mV
Zc,0.57069,
kc,0.12556,/ms
ki,0.00061684,/ms
kn,0.41061,/ms
ko,0.045499,/ms
ric_c,0.21665,
ric_n,10.4887,
vc_ic,0.14395,
vic_c,4.6423,
vic_n,0.22504,
vn_ic,0.1,
