parameter,value,unit
Hkc,0.051096,/K
Hki,-0.5927,/K
Hkn,-0.36458,/K
Hri,1.0,/K
Hric_n,1.0,/K
Hrn,0.046061,/K
Hvc,0.014486,/K
Hvic_c,0.62069,/K
Hvic_n,-0.34267,/K
Hvn_ic,1.0,/K
Ri,154.5933,
Rn,0.020852,
Ro,9.6588,
Vc,-27.5115,mV
Zc,0.86842,
kc,0.11837,/ms
ki,0.0071358,/ms
kn,10.0,/ms
ko,0.22447,/ms
ric_c,1.0,
ric_n,255.0909,
vc_ic,0.29508,
vic_c,0.012333,
vic_n,0.0013056,
vn_ic,0.1,
