parameter,value,unit
Ri,0.29795,
Ro,0.53176,
Vc,-16.4491,mV
Zc,0.8722,
kc,0.57808,/ms
ki,0.0049369,/ms
ko,2.4259,/ms
ric_c,0.00061598,
vc_ic,0.10001,
vic_c,885.6726,
