parameter,value,unit
Ri,10.4531,
Rn,0.14842,
Vc,-15.7461,mV
Zc,1.7962,
kc,0.1271,/ms
ki,0.0001,/ms
kn,0.086772,/ms
ric_c,0.29778,
ric_n,320.5852,
vc_ic,8.3752,
vic_c,999.9895,
vic_n,0.001,
vn_ic,1.9848,
