parameter,value,unit
Hkc,0.13278,/K
Hki,-0.3027,/K
Hkn,0.94115,/K
Hri,0.30819,/K
Hric_n,0.3332,/K
Hrn,0.24979,/K
Hvc,-1.0,/K
Hvic_c,-0.47152,/K
Hvic_n,0.19508,/K
Hvn_ic,0.99666,/K
Ri,148.617,
Rn,0.12573,
Vc,0.74249,mV
Zc,1.0439,
kc,0.039535,/ms
ki,0.00034642,/ms
kn,2.2617,/ms
ric_c,0.90199,
ric_n,1000.0,
vc_ic,9.9986,
vic_c,989.434,
vic_n,0.001,
vn_ic,0.1,
