parameter,value,unit
Hkc,0.061023,/K
Hki,-0.012582,/K
Hkn,-0.46898,/K
Hri,0.20775,/K
Hric_n,0.18503,/K
Hrn,-0.13286,/K
Hvc,0.54002,/K
Hvic_c,-0.13958,/K
Hvic_n,0.31079,/K
Hvn_ic,0.91346,/K
Ri,12.0305,
Rn,1.4841,
Vc,12.9133,mV
Zc,1.0615,
kc,0.18044,/ms
ki,0.00017744,/ms
kn,0.11543,/ms
ric_c,0.091948,
ric_n,15.1958,
vc_ic,10.0,
vic_c,645.7302,
vic_n,0.0010205,
vn_ic,0.1,
