parameter,value,unit
Hkc,0.30155,/K
Hki,0.28902,/K
Hri,0.022594,/K
Hvc,0.70607,/K
Hvic_c,-0.70427,/K
Ri,0.14191,
Ro,0.078299,
Vc,-20.3603,mV
Zc,0.90721,
kc,0.22395,/ms
ki,0.000695,/ms
ko,1.13,/ms
ric_c,0.11577,
vc_ic,10.0,
vic_c,6.1919,
